Source,Target,Type,id,weight
Barristan-Selmy,Sansa-Stark,Undirected,501,3
Barristan-Selmy,Skahaz-mo-Kandaq,Undirected,502,21
Barristan-Selmy,Steelskin,Undirected,503,3
Barristan-Selmy,Tyrion-Lannister,Undirected,504,3
Barristan-Selmy,Varys,Undirected,505,15
Barristan-Selmy,Widower,Undirected,506,3
Barristan-Selmy,Xaro-Xhoan-Daxos,Undirected,507,3
Barsena,Daenerys-Targaryen,Undirected,508,4
Bartimus,Davos-Seaworth,Undirected,509,4
Bedwyck,Craster,Undirected,510,4
Bedwyck,Dywen,Undirected,511,3
Bedwyck,Eddison-Tollett,Undirected,512,4
Bedwyck,Grenn,Undirected,513,4
Bedwyck,Samwell-Tarly,Undirected,514,3
Belaquo,Goghor-the-Giant,Undirected,515,7
Belaquo,Hizdahr-zo-Loraq,Undirected,516,3
Belaquo,Irri,Undirected,517,3
Belaquo,Spotted-Cat,Undirected,518,5
Belwas,Ben-Plumm,Undirected,519,4
Belwas,Daenerys-Targaryen,Undirected,520,46
Belwas,Hizdahr-zo-Loraq,Undirected,521,11
Belwas,Illyrio-Mopatis,Undirected,522,8
Belwas,Jhiqui,Undirected,523,3
Belwas,Jhogo,Undirected,524,3
Belwas,Jorah-Mormont,Undirected,525,22
Belwas,Oznak-zo-Pahl,Undirected,526,8
Belwas,Quentyn-Martell,Undirected,527,3
Belwas,Skahaz-mo-Kandaq,Undirected,528,3
Ben-Bones,Ramsay-Snow,Undirected,529,5
Ben-Bones,Theon-Greyjoy,Undirected,530,4
Ben-Plumm,Daario-Naharis,Undirected,531,13
Ben-Plumm,Daenerys-Targaryen,Undirected,532,24
Ben-Plumm,Hizdahr-zo-Loraq,Undirected,533,3
Ben-Plumm,Kasporio,Undirected,534,3
Ben-Plumm,Penny,Undirected,535,3
Ben-Plumm,Tybero-Istarion,Undirected,536,5
Ben-Plumm,Tyrion-Lannister,Undirected,537,4
Benedar-Belmore,Gilwood-Hunter,Undirected,538,3
Benedar-Belmore,Horton-Redfort,Undirected,539,5
Benedar-Belmore,Petyr-Baelish,Undirected,540,5
Benedar-Belmore,Symond-Templeton,Undirected,541,4
Benerro,Daenerys-Targaryen,Undirected,542,3
Benerro,Haldon,Undirected,543,4
Benerro,Moqorro,Undirected,544,4
Benerro,Tyrion-Lannister,Undirected,545,7
Benethon-Scales,Narbert-Grandison,Undirected,546,3
Benethon-Scales,Selyse-Florent,Undirected,547,4
Benfred-Tallhart,Helman-Tallhart,Undirected,548,3
Benfred-Tallhart,Leobald-Tallhart,Undirected,549,3
Benfred-Tallhart,Stygg,Undirected,550,3
Benfred-Tallhart,Theon-Greyjoy,Undirected,551,7
Benjen-Stark,Bran-Stark,Undirected,552,9
Benjen-Stark,Cersei-Lannister,Undirected,553,3
Benjen-Stark,Jaremy-Rykker,Undirected,554,3
Benjen-Stark,Jeor-Mormont,Undirected,555,17
Benjen-Stark,Jon-Snow,Undirected,556,48
Benjen-Stark,Luwin,Undirected,557,7
Benjen-Stark,Mance-Rayder,Undirected,558,3
Benjen-Stark,Robb-Stark,Undirected,559,7
Benjen-Stark,Robert-Baratheon,Undirected,560,6
Benjen-Stark,Theon-Greyjoy,Undirected,561,4
Benjen-Stark,Tyrion-Lannister,Undirected,562,8
Benjen-Stark,Waymar-Royce,Undirected,563,3
Benjen-Stark,Yoren,Undirected,564,4
Beric-Dondarrion,Catelyn-Stark,Undirected,565,3
Beric-Dondarrion,Eddard-Stark,Undirected,566,3
Beric-Dondarrion,Gendry,Undirected,567,4
Beric-Dondarrion,Gregor-Clegane,Undirected,568,9
Beric-Dondarrion,Harwin,Undirected,569,7
Beric-Dondarrion,Jack-Bulwer,Undirected,570,4
Beric-Dondarrion,Jaime-Lannister,Undirected,571,7
Beric-Dondarrion,Joffrey-Baratheon,Undirected,572,3
Beric-Dondarrion,Lem,Undirected,573,14
Beric-Dondarrion,Loras-Tyrell,Undirected,574,5
Beric-Dondarrion,Mariya-Darry,Undirected,575,5
Beric-Dondarrion,Robert-Baratheon,Undirected,576,5
Beric-Dondarrion,Sandor-Clegane,Undirected,577,18
Beric-Dondarrion,Sansa-Stark,Undirected,578,4
Beric-Dondarrion,Thoros-of-Myr,Undirected,579,39
Beric-Dondarrion,Tom-of-Sevenstreams,Undirected,580,4
Beth-Cassel,Bran-Stark,Undirected,581,4
Beth-Cassel,Rodrik-Cassel,Undirected,582,4
Beth-Cassel,Theon-Greyjoy,Undirected,583,3
Big-Boil,Jon-Snow,Undirected,584,3
Big-Boil,Ygritte,Undirected,585,3
Biter,Brienne-of-Tarth,Undirected,586,5
Biter,Jaqen-Hghar,Undirected,587,12
Biter,Rorge,Undirected,588,17
Biter,Yoren,Undirected,589,3
Black-Balaq,Franklyn-Flowers,Undirected,590,3
Blane,Jeor-Mormont,Undirected,591,3
Bloodbeard,Daenerys-Targaryen,Undirected,592,3
Bloodbeard,Hizdahr-zo-Loraq,Undirected,593,5
Bloodbeard,Tattered-Prince,Undirected,594,3
Blue-Bard,Cersei-Lannister,Undirected,595,7
Blue-Bard,Lambert-Turnberry,Undirected,596,3
Blue-Bard,Margaery-Tyrell,Undirected,597,6
Blue-Bard,Qyburn,Undirected,598,4
Blue-Bard,Tallad,Undirected,599,3
Bonifer-Hasty,Jaime-Lannister,Undirected,600,4
Boros-Blount,Cersei-Lannister,Undirected,601,23
Boros-Blount,Gyles-Rosby,Undirected,602,5
Boros-Blount,Jaime-Lannister,Undirected,603,9
Boros-Blount,Joffrey-Baratheon,Undirected,604,14
Boros-Blount,Loras-Tyrell,Undirected,605,5
Boros-Blount,Meryn-Trant,Undirected,606,31
Boros-Blount,Osmund-Kettleblack,Undirected,607,8
Boros-Blount,Osney-Kettleblack,Undirected,608,3
Boros-Blount,Sansa-Stark,Undirected,609,14
Boros-Blount,Tanda-Stokeworth,Undirected,610,3
Boros-Blount,Tommen-Baratheon,Undirected,611,14
Boros-Blount,Tyrion-Lannister,Undirected,612,14
Bowen-Marsh,Cellador,Undirected,613,8
Bowen-Marsh,Cotter-Pyke,Undirected,614,3
Bowen-Marsh,Denys-Mallister,Undirected,615,5
Bowen-Marsh,Donal-Noye,Undirected,616,4
Bowen-Marsh,Eddison-Tollett,Undirected,617,12
Bowen-Marsh,Hobb,Undirected,618,3
Bowen-Marsh,Janos-Slynt,Undirected,619,10
Bowen-Marsh,Jeor-Mormont,Undirected,620,16
Bowen-Marsh,Jon-Snow,Undirected,621,60
Bowen-Marsh,Mance-Rayder,Undirected,622,5
Bowen-Marsh,Othell-Yarwyck,Undirected,623,28
Bowen-Marsh,Samwell-Tarly,Undirected,624,10
Bowen-Marsh,Satin,Undirected,625,3
Bowen-Marsh,Stannis-Baratheon,Undirected,626,3
Bowen-Marsh,Tormund,Undirected,627,5
Bowen-Marsh,Wick-Whittlestick,Undirected,628,5
Bran-Stark,Brynden-Rivers,Undirected,629,14
Bran-Stark,Catelyn-Stark,Undirected,630,24
Bran-Stark,Cersei-Lannister,Undirected,631,6
Bran-Stark,Chayle,Undirected,632,3
Bran-Stark,Cley-Cerwyn,Undirected,633,5
Bran-Stark,Coldhands,Undirected,634,10
Bran-Stark,Donella-Hornwood,Undirected,635,5
Bran-Stark,Eddard-Stark,Undirected,636,34
Bran-Stark,Hali,Undirected,637,3
Bran-Stark,Hallis-Mollen,Undirected,638,3
Bran-Stark,Hayhead,Undirected,639,6
Bran-Stark,Hodor,Undirected,640,209
Bran-Stark,Howland-Reed,Undirected,641,3
Bran-Stark,Hullen,Undirected,642,3
Bran-Stark,Jeor-Mormont,Undirected,643,4
Bran-Stark,Joffrey-Baratheon,Undirected,644,6
Bran-Stark,Jojen-Reed,Undirected,645,112
Bran-Stark,Jon-Arryn,Undirected,646,7
Bran-Stark,Jon-Snow,Undirected,647,90
Bran-Stark,Jon-Umber-(Greatjon),Undirected,648,3
Bran-Stark,Jory-Cassel,Undirected,649,11
Bran-Stark,Joseth,Undirected,650,4
Bran-Stark,Leaf,Undirected,651,5
Bran-Stark,Luwin,Undirected,652,116
Bran-Stark,Meera-Reed,Undirected,653,123
Bran-Stark,Mikken,Undirected,654,11
Bran-Stark,Nan,Undirected,655,38
Bran-Stark,Osha,Undirected,656,42
Bran-Stark,Petyr-Baelish,Undirected,657,3
Bran-Stark,Poxy-Tym,Undirected,658,3
Bran-Stark,Ramsay-Snow,Undirected,659,7
Bran-Stark,Reek,Undirected,660,3
Bran-Stark,Renly-Baratheon,Undirected,661,3
Bran-Stark,Rickard-Karstark,Undirected,662,4
Bran-Stark,Rickard-Stark,Undirected,663,4
Bran-Stark,Rickon-Stark,Undirected,664,129
Bran-Stark,Robb-Stark,Undirected,665,169
Bran-Stark,Robert-Baratheon,Undirected,666,11
Bran-Stark,Rodrik-Cassel,Undirected,667,40
Bran-Stark,Samwell-Tarly,Undirected,668,11
Bran-Stark,Sansa-Stark,Undirected,669,25
Bran-Stark,Stafford-Lannister,Undirected,670,3
Bran-Stark,Stiv,Undirected,671,4
Bran-Stark,Theon-Greyjoy,Undirected,672,64
Bran-Stark,Tommen-Baratheon,Undirected,673,8
Bran-Stark,Tyrion-Lannister,Undirected,674,31
Bran-Stark,Walder-Frey-(son-of-Jammos),Undirected,675,5
Bran-Stark,Walder-Frey-(son-of-Merrett),Undirected,676,12
Bran-Stark,Wyman-Manderly,Undirected,677,6
Bran-Stark,Yoren,Undirected,678,3
Brandon-Norrey,Jon-Snow,Undirected,679,3
Brandon-Norrey,Torghen-Flint,Undirected,680,3
Brandon-Stark,Eddard-Stark,Undirected,681,19
Brandon-Stark,Lyanna-Stark,Undirected,682,4
Brandon-Stark,Petyr-Baelish,Undirected,683,14
Brandon-Stark,Rickard-Stark,Undirected,684,3
Brandon-Stark,Rickon-Stark,Undirected,685,3
Brandon-Stark,Robb-Stark,Undirected,686,3
Brandon-Stark,Robert-Baratheon,Undirected,687,5
Brea,Brusco,Undirected,688,6
Brea,Talea,Undirected,689,4
Brella,Sansa-Stark,Undirected,690,8
Brella,Shae,Undirected,691,4
Brenett,Catelyn-Stark,Undirected,692,3
Brienne-of-Tarth,Catelyn-Stark,Undirected,693,53
Brienne-of-Tarth,Cersei-Lannister,Undirected,694,8
Brienne-of-Tarth,Clarence-Crabb,Undirected,695,4
Brienne-of-Tarth,Cleos-Frey,Undirected,696,12
Brienne-of-Tarth,Creighton-Longbough,Undirected,697,8
Brienne-of-Tarth,Dick-Crabb,Undirected,698,21
Brienne-of-Tarth,Dontos-Hollard,Undirected,699,7
Brienne-of-Tarth,Edmure-Tully,Undirected,700,3
Brienne-of-Tarth,Elder-Brother,Undirected,701,4
Brienne-of-Tarth,Elmar-Frey,Undirected,702,6
Brienne-of-Tarth,Emmon-Cuy,Undirected,703,8
Brienne-of-Tarth,Gendry,Undirected,704,6
Brienne-of-Tarth,Hyle-Hunt,Undirected,705,17
Brienne-of-Tarth,Illifer,Undirected,706,8
Brienne-of-Tarth,Jaime-Lannister,Undirected,707,111
Brienne-of-Tarth,Jeyne-Heddle,Undirected,708,4
Brienne-of-Tarth,Joffrey-Baratheon,Undirected,709,4
Brienne-of-Tarth,Loras-Tyrell,Undirected,710,6
Brienne-of-Tarth,Lysa-Arryn,Undirected,711,3
Brienne-of-Tarth,Meribald,Undirected,712,17
Brienne-of-Tarth,Narbert,Undirected,713,6
Brienne-of-Tarth,Podrick-Payne,Undirected,714,36
Brienne-of-Tarth,Pyg,Undirected,715,4
Brienne-of-Tarth,Qyburn,Undirected,716,3
Brienne-of-Tarth,Randyll-Tarly,Undirected,717,8
Brienne-of-Tarth,Renly-Baratheon,Undirected,718,37
Brienne-of-Tarth,Robar-Royce,Undirected,719,3
Brienne-of-Tarth,Robb-Stark,Undirected,720,5
Brienne-of-Tarth,Robert-Baratheon,Undirected,721,3
Brienne-of-Tarth,Roose-Bolton,Undirected,722,11
Brienne-of-Tarth,Sandor-Clegane,Undirected,723,12
Brienne-of-Tarth,Sansa-Stark,Undirected,724,24
Brienne-of-Tarth,Selwyn-Tarth,Undirected,725,4
Brienne-of-Tarth,Shagwell,Undirected,726,9
Brienne-of-Tarth,Stannis-Baratheon,Undirected,727,5
Brienne-of-Tarth,Timeon,Undirected,728,5
Brienne-of-Tarth,Tommen-Baratheon,Undirected,729,3
Brienne-of-Tarth,Tyrion-Lannister,Undirected,730,7
Brienne-of-Tarth,Tywin-Lannister,Undirected,731,3
Brienne-of-Tarth,Vargo-Hoat,Undirected,732,4
Brienne-of-Tarth,Vyman,Undirected,733,3
Brienne-of-Tarth,Walton,Undirected,734,3
Brienne-of-Tarth,Willow-Heddle,Undirected,735,5
Bronn,Catelyn-Stark,Undirected,736,6
Bronn,Cersei-Lannister,Undirected,737,23
Bronn,Chiggen,Undirected,738,8
Bronn,Falyse-Stokeworth,Undirected,739,3
Bronn,Gregor-Clegane,Undirected,740,4
Bronn,Jacelyn-Bywater,Undirected,741,7
Bronn,Joffrey-Baratheon,Undirected,742,12
Bronn,Lollys-Stokeworth,Undirected,743,7
Bronn,Mandon-Moore,Undirected,744,8
Bronn,Marillion,Undirected,745,4
Bronn,Oberyn-Martell,Undirected,746,4
Bronn,Podrick-Payne,Undirected,747,20
Bronn,Rodrik-Cassel,Undirected,748,4
Bronn,Shae,Undirected,749,3
Bronn,Shagga,Undirected,750,3
Bronn,Stannis-Baratheon,Undirected,751,3
Bronn,Timett,Undirected,752,5
Bronn,Tommen-Baratheon,Undirected,753,7
Bronn,Tyrion-Lannister,Undirected,754,137
Bronn,Tywin-Lannister,Undirected,755,7
Bronn,Vardis-Egen,Undirected,756,11
Bronn,Varys,Undirected,757,12
Bronn,Willis-Wode,Undirected,758,5
Brus-Buckler,Malegorn,Undirected,759,6
Brus-Buckler,Narbert-Grandison,Undirected,760,4
Brus-Buckler,Selyse-Florent,Undirected,761,5
Bryce-Caron,Cortnay-Penrose,Undirected,762,3
Bryce-Caron,Eldon-Estermont,Undirected,763,3
Bryce-Caron,Guyard-Morrigen,Undirected,764,5
Bryce-Caron,Renly-Baratheon,Undirected,765,7
Bryce-Caron,Stannis-Baratheon,Undirected,766,3
Brynden-Rivers,Meera-Reed,Undirected,767,3
Brynden-Tully,Catelyn-Stark,Undirected,768,29
Brynden-Tully,Daven-Lannister,Undirected,769,3
Brynden-Tully,Edmure-Tully,Undirected,770,24
Brynden-Tully,Edwyn-Frey,Undirected,771,3
Brynden-Tully,Emmon-Frey,Undirected,772,7
Brynden-Tully,Hoster-Tully,Undirected,773,5
Brynden-Tully,Jaime-Lannister,Undirected,774,29
Brynden-Tully,Lyle-Crakehall,Undirected,775,4
Brynden-Tully,Lysa-Arryn,Undirected,776,10
Brynden-Tully,Nestor-Royce,Undirected,777,3
Brynden-Tully,Rickard-Karstark,Undirected,778,4
Brynden-Tully,Robb-Stark,Undirected,779,27
Brynden-Tully,Ryman-Frey,Undirected,780,3
Brynden-Tully,Theon-Greyjoy,Undirected,781,6
Brynden-Tully,Tyrion-Lannister,Undirected,782,4
Brynden-Tully,Tywin-Lannister,Undirected,783,10
Brynden-Tully,Walder-Frey,Undirected,784,7
Bump,Varamyr,Undirected,785,5
Butterbumps,Olenna-Redwyne,Undirected,786,4
Butterbumps,Sansa-Stark,Undirected,787,6
Byam-Flint,Craster,Undirected,788,3
Caggo,Gerris-Drinkwater,Undirected,789,3
Caggo,Lucifer-Long,Undirected,790,3
Caggo,Meris,Undirected,791,7
Caggo,Quentyn-Martell,Undirected,792,7
Caggo,Tattered-Prince,Undirected,793,4
Caleotte,Doran-Martell,Undirected,794,11
Caleotte,Gregor-Clegane,Undirected,795,4
Caleotte,Obara-Sand,Undirected,796,5
Camarron,Spotted-Cat,Undirected,797,3
Captain-Myraham,Theon-Greyjoy,Undirected,798,4
Captain-Myraham-Daughter,Theon-Greyjoy,Undirected,799,3
Catelyn-Stark,Cersei-Lannister,Undirected,800,30
Catelyn-Stark,Cleos-Frey,Undirected,801,9
Catelyn-Stark,Colemon,Undirected,802,3
Catelyn-Stark,Colen-of-Greenpools,Undirected,803,6
Catelyn-Stark,Dacey-Mormont,Undirected,804,5
Catelyn-Stark,Desmond-Grell,Undirected,805,9
Catelyn-Stark,Donnel-Waynwood,Undirected,806,3
Catelyn-Stark,Eddard-Stark,Undirected,807,88
Catelyn-Stark,Edmure-Tully,Undirected,808,42
Catelyn-Stark,Elmar-Frey,Undirected,809,5
Catelyn-Stark,Eon-Hunter,Undirected,810,3
Catelyn-Stark,Hallis-Mollen,Undirected,811,16
Catelyn-Stark,Hoster-Tully,Undirected,812,27
Catelyn-Stark,Hyle-Hunt,Undirected,813,3
Catelyn-Stark,Jaime-Lannister,Undirected,814,59
Catelyn-Stark,Jason-Mallister,Undirected,815,5
Catelyn-Stark,Jeyne-Westerling,Undirected,816,13
Catelyn-Stark,Joffrey-Baratheon,Undirected,817,11
Catelyn-Stark,Jon-Arryn,Undirected,818,11
Catelyn-Stark,Jon-Snow,Undirected,819,14
Catelyn-Stark,Jon-Umber-(Greatjon),Undirected,820,14
Catelyn-Stark,Loras-Tyrell,Undirected,821,6
Catelyn-Stark,Lothar-Frey,Undirected,822,3
Catelyn-Stark,Luwin,Undirected,823,14
Catelyn-Stark,Lysa-Arryn,Undirected,824,55
Catelyn-Stark,Maege-Mormont,Undirected,825,6
Catelyn-Stark,Margaery-Tyrell,Undirected,826,4
Catelyn-Stark,Marillion,Undirected,827,6
Catelyn-Stark,Marq-Piper,Undirected,828,3
Catelyn-Stark,Masha-Heddle,Undirected,829,5
Catelyn-Stark,Mathis-Rowan,Undirected,830,3
Catelyn-Stark,Moreo-Tumitis,Undirected,831,3
Catelyn-Stark,Mya-Stone,Undirected,832,9
Catelyn-Stark,Mychel-Redfort,Undirected,833,3
Catelyn-Stark,Nestor-Royce,Undirected,834,3
Catelyn-Stark,Petyr-Baelish,Undirected,835,31
Catelyn-Stark,Randyll-Tarly,Undirected,836,6
Catelyn-Stark,Raynald-Westerling,Undirected,837,5
Catelyn-Stark,Renly-Baratheon,Undirected,838,55
Catelyn-Stark,Rickard-Karstark,Undirected,839,12
Catelyn-Stark,Rickon-Stark,Undirected,840,6
Catelyn-Stark,Robar-Royce,Undirected,841,7
Catelyn-Stark,Robb-Stark,Undirected,842,128
Catelyn-Stark,Robert-Arryn,Undirected,843,3
Catelyn-Stark,Robert-Baratheon,Undirected,844,27
Catelyn-Stark,Robin-Ryger,Undirected,845,3
Catelyn-Stark,Rodrik-Cassel,Undirected,846,28
Catelyn-Stark,Roose-Bolton,Undirected,847,10
Catelyn-Stark,Roslin-Frey,Undirected,848,7
Catelyn-Stark,Ryman-Frey,Undirected,849,6
Catelyn-Stark,Sansa-Stark,Undirected,850,32
Catelyn-Stark,Stafford-Lannister,Undirected,851,3
Catelyn-Stark,Stannis-Baratheon,Undirected,852,24
Catelyn-Stark,Stevron-Frey,Undirected,853,5
Catelyn-Stark,Tansy,Undirected,854,8
Catelyn-Stark,Theon-Greyjoy,Undirected,855,14
Catelyn-Stark,Tyrion-Lannister,Undirected,856,69
Catelyn-Stark,Tytos-Blackwood,Undirected,857,4
Catelyn-Stark,Tywin-Lannister,Undirected,858,21
Catelyn-Stark,Utherydes-Wayn,Undirected,859,3
Catelyn-Stark,Vardis-Egen,Undirected,860,5
Catelyn-Stark,Varys,Undirected,861,10
Catelyn-Stark,Vyman,Undirected,862,13
Catelyn-Stark,Walder-Frey,Undirected,863,38
Catelyn-Stark,Wendel-Manderly,Undirected,864,10
Catelyn-Stark,Willis-Wode,Undirected,865,5
Cayn,Eddard-Stark,Undirected,866,7
Cayn,Renly-Baratheon,Undirected,867,3
Cayn,Tomard,Undirected,868,6
Cedra,Garin-(orphan),Undirected,869,5
Cedric-Payne,Podrick-Payne,Undirected,870,3
Cellador,Clydas,Undirected,871,3
Cellador,Jon-Snow,Undirected,872,3
Cellador,Othell-Yarwyck,Undirected,873,8
Cersei-Lannister,Chiswyck,Undirected,874,3
Cersei-Lannister,Cleos-Frey,Undirected,875,6
Cersei-Lannister,Daenerys-Targaryen,Undirected,876,3
Cersei-Lannister,Doran-Martell,Undirected,877,3
Cersei-Lannister,Dorcas,Undirected,878,18
Cersei-Lannister,Dunsen,Undirected,879,16
Cersei-Lannister,Eddard-Stark,Undirected,880,91
Cersei-Lannister,Elia-Martell,Undirected,881,4
Cersei-Lannister,Ellaria-Sand,Undirected,882,4
Cersei-Lannister,Falyse-Stokeworth,Undirected,883,14
Cersei-Lannister,Garlan-Tyrell,Undirected,884,3
Cersei-Lannister,Garth-Tyrell,Undirected,885,3
Cersei-Lannister,Gregor-Clegane,Undirected,886,21
Cersei-Lannister,Gyles-Rosby,Undirected,887,24
Cersei-Lannister,Harys-Swyft,Undirected,888,4
Cersei-Lannister,High-Septon-(Tyrions),Undirected,889,3
Cersei-Lannister,High-Sparrow,Undirected,890,35
Cersei-Lannister,Ilyn-Payne,Undirected,891,34
Cersei-Lannister,Jacelyn-Bywater,Undirected,892,4
Cersei-Lannister,Jaime-Lannister,Undirected,893,130
Cersei-Lannister,Jalabhar-Xho,Undirected,894,3
Cersei-Lannister,Janos-Slynt,Undirected,895,13
Cersei-Lannister,Jocelyn-Swyft,Undirected,896,13
Cersei-Lannister,Joffrey-Baratheon,Undirected,897,173
Cersei-Lannister,Jon-Arryn,Undirected,898,7
Cersei-Lannister,Jon-Snow,Undirected,899,7
Cersei-Lannister,Jory-Cassel,Undirected,900,5
Cersei-Lannister,Kevan-Lannister,Undirected,901,24
Cersei-Lannister,Lancel-Lannister,Undirected,902,38
Cersei-Lannister,Loras-Tyrell,Undirected,903,24
Cersei-Lannister,Lysa-Arryn,Undirected,904,9
Cersei-Lannister,Mace-Tyrell,Undirected,905,26
Cersei-Lannister,Maegor-I-Targaryen,Undirected,906,3
Cersei-Lannister,Maggy,Undirected,907,5
Cersei-Lannister,Mandon-Moore,Undirected,908,4
Cersei-Lannister,Margaery-Tyrell,Undirected,909,79
Cersei-Lannister,Mark-Mullendore,Undirected,910,3
Cersei-Lannister,Melara-Hetherspoon,Undirected,911,5
Cersei-Lannister,Meryn-Trant,Undirected,912,46
Cersei-Lannister,Moelle,Undirected,913,4
Cersei-Lannister,Moon-Boy,Undirected,914,5
Cersei-Lannister,Mordane,Undirected,915,3
Cersei-Lannister,Myrcella-Baratheon,Undirected,916,19
Cersei-Lannister,Oberyn-Martell,Undirected,917,9
Cersei-Lannister,Olenna-Redwyne,Undirected,918,11
Cersei-Lannister,Orton-Merryweather,Undirected,919,9
Cersei-Lannister,Osfryd-Kettleblack,Undirected,920,15
Cersei-Lannister,Osmund-Kettleblack,Undirected,921,37
Cersei-Lannister,Osney-Kettleblack,Undirected,922,30
Cersei-Lannister,Petyr-Baelish,Undirected,923,27
Cersei-Lannister,Polliver,Undirected,924,9
Cersei-Lannister,Preston-Greenfield,Undirected,925,3
Cersei-Lannister,Pycelle,Undirected,926,34
Cersei-Lannister,Qyburn,Undirected,927,30
Cersei-Lannister,Rafford,Undirected,928,16
Cersei-Lannister,Raynard,Undirected,929,3
Cersei-Lannister,Renly-Baratheon,Undirected,930,12
Cersei-Lannister,Rhaegar-Targaryen,Undirected,931,8
Cersei-Lannister,Robb-Stark,Undirected,932,15
Cersei-Lannister,Robert-Baratheon,Undirected,933,134
Cersei-Lannister,Robert-Strong,Undirected,934,4
Cersei-Lannister,Sandor-Clegane,Undirected,935,19
Cersei-Lannister,Sansa-Stark,Undirected,936,95
Cersei-Lannister,Scolera,Undirected,937,5
Cersei-Lannister,Senelle,Undirected,938,9
Cersei-Lannister,Shae,Undirected,939,9
Cersei-Lannister,Stannis-Baratheon,Undirected,940,42
Cersei-Lannister,Taena-of-Myr,Undirected,941,46
Cersei-Lannister,Tallad,Undirected,942,4
Cersei-Lannister,Tanda-Stokeworth,Undirected,943,3
Cersei-Lannister,Tickler,Undirected,944,11
Cersei-Lannister,Tommen-Baratheon,Undirected,945,111
Cersei-Lannister,Tyrion-Lannister,Undirected,946,209
Cersei-Lannister,Tywin-Lannister,Undirected,947,57
Cersei-Lannister,Unella,Undirected,948,13
Cersei-Lannister,Varys,Undirected,949,53
Cersei-Lannister,Vayon-Poole,Undirected,950,4
Cersei-Lannister,Vylarr,Undirected,951,3
Cersei-Lannister,Walder-Frey,Undirected,952,5
Cersei-Lannister,Willas-Tyrell,Undirected,953,5
Chataya,Tyrion-Lannister,Undirected,954,10
Chayle,Mikken,Undirected,955,4
Chella,Shae,Undirected,956,4
Chella,Tyrion-Lannister,Undirected,957,8
Chella,Varys,Undirected,958,4
Chett,Jeor-Mormont,Undirected,959,6
Chett,Jon-Snow,Undirected,960,9
Chett,Lark,Undirected,961,9
Chett,Qhorin-Halfhand,Undirected,962,3
Chett,Samwell-Tarly,Undirected,963,10
Chett,Small-Paul,Undirected,964,8
Chiggen,Tyrion-Lannister,Undirected,965,5
Chiggen,Willis-Wode,Undirected,966,3
Chiswyck,Dunsen,Undirected,967,3
Chiswyck,Gregor-Clegane,Undirected,968,4
Chiswyck,Ilyn-Payne,Undirected,969,3
Chiswyck,Joffrey-Baratheon,Undirected,970,3
Chiswyck,Meryn-Trant,Undirected,971,3
Chiswyck,Polliver,Undirected,972,4
Chiswyck,Rafford,Undirected,973,7
Chiswyck,Sandor-Clegane,Undirected,974,3
Chiswyck,Tickler,Undirected,975,5
Chiswyck,Weese,Undirected,976,6
Clayton-Suggs,Godry-Farring,Undirected,977,5
Clayton-Suggs,Stannis-Baratheon,Undirected,978,6
Clement-Piper,Jaime-Lannister,Undirected,979,3
Clement-Piper,Karyl-Vance,Undirected,980,4
Cleon,Daenerys-Targaryen,Undirected,981,13
Cleon,Ghael,Undirected,982,5
Cleon,Quentyn-Martell,Undirected,983,3
Cleos-Frey,Eddard-Stark,Undirected,984,3
Cleos-Frey,Jaime-Lannister,Undirected,985,32
Cleos-Frey,Robb-Stark,Undirected,986,11
Cleos-Frey,Tyrion-Lannister,Undirected,987,13
Cletus-Yronwood,Daenerys-Targaryen,Undirected,988,3
Cletus-Yronwood,Gerris-Drinkwater,Undirected,989,5
Cletus-Yronwood,Kedry,Undirected,990,3
Cletus-Yronwood,Quentyn-Martell,Undirected,991,7
Cley-Cerwyn,Donella-Hornwood,Undirected,992,3
Cley-Cerwyn,Rodrik-Cassel,Undirected,993,4
Clubfoot-Karl,Craster,Undirected,994,6
Clubfoot-Karl,Samwell-Tarly,Undirected,995,3
Clydas,Hobb,Undirected,996,6
Clydas,Jon-Snow,Undirected,997,30
Clydas,Mully,Undirected,998,4
Clydas,Samwell-Tarly,Undirected,999,9
Clydas,Stannis-Baratheon,Undirected,1000,3
Cohollo,Daenerys-Targaryen,Undirected,1001,7
Cohollo,Drogo,Undirected,1002,9
Cohollo,Haggo,Undirected,1003,7
Cohollo,Qotho,Undirected,1004,6
Coldhands,Gilly,Undirected,1005,3
Coldhands,Hodor,Undirected,1006,4
Coldhands,Meera-Reed,Undirected,1007,3
Colemon,Gretchel,Undirected,1008,5
Colemon,Maddy,Undirected,1009,5
Colemon,Petyr-Baelish,Undirected,1010,6
Colemon,Robert-Arryn,Undirected,1011,7
Colemon,Vardis-Egen,Undirected,1012,4
Colen-of-Greenpools,Renly-Baratheon,Undirected,1013,3
Conn,Coratt,Undirected,1014,5
Conn,Shagga,Undirected,1015,9
Conn,Tyrion-Lannister,Undirected,1016,6
Corliss-Penny,Stannis-Baratheon,Undirected,1017,3
Cortnay-Penrose,Davos-Seaworth,Undirected,1018,5
Cortnay-Penrose,Renly-Baratheon,Undirected,1019,3
Cortnay-Penrose,Stannis-Baratheon,Undirected,1020,18
Cortnay-Penrose,Tyrion-Lannister,Undirected,1021,3
Cortnay-Penrose,Varys,Undirected,1022,3
Cotter-Pyke,Denys-Mallister,Undirected,1023,18
